Time;Free Memory;CPU Usage;Drive Space;Number of Data Files;Temperatur 1;Temperatur 2;Temperatur 3;Logging Status
2023.03.22 06:48:00;5881856.000000;53.051663;36.190303;2345;49.312500;41.625000;43.187500;3
2023.03.22 06:50:00;4325376.000000;63.132428;36.184962;2346;49.375000;41.562500;43.250000;3
2023.03.22 06:52:01;6254592.000000;56.284062;36.179005;2346;49.500000;41.500000;43.062500;3
2023.03.22 06:54:00;4571136.000000;64.328314;36.173663;2346;49.437500;41.500000;43.125000;3
2023.03.22 06:56:00;3977216.000000;34.807642;36.168322;2346;49.250000;41.437500;43.187500;3
2023.03.22 06:58:00;5771264.000000;53.967066;36.163084;2346;49.187500;41.437500;43.000000;3
2023.03.22 07:00:01;4182016.000000;50.602115;36.157743;2347;49.250000;41.375000;42.937500;3
2023.03.22 07:02:01;6230016.000000;67.283929;36.151786;2347;49.125000;41.312500;42.937500;3
2023.03.22 07:04:01;4292608.000000;74.752911;36.146444;2347;49.187500;41.312500;43.000000;3
2023.03.22 07:06:00;4952064.000000;51.187874;36.141103;2347;49.312500;41.312500;42.937500;3
2023.03.22 07:08:01;4612096.000000;67.022214;36.135865;2347;49.250000;41.312500;42.937500;3
2023.03.22 07:10:00;4206592.000000;37.373227;36.130524;2347;49.125000;41.312500;42.937500;3
2023.03.22 07:12:01;6008832.000000;53.590120;36.124567;2348;49.125000;41.312500;43.000000;3
2023.03.22 07:14:01;4349952.000000;62.604353;36.119225;2348;49.312500;41.312500;42.937500;3
2023.03.22 07:16:00;3842048.000000;52.564909;36.113884;2348;49.187500;41.375000;43.000000;3
2023.03.22 07:18:01;4452352.000000;45.324451;36.108646;2348;49.312500;41.375000;43.125000;3
2023.03.22 07:20:01;3919872.000000;64.798566;36.103305;2349;49.437500;41.437500;43.000000;3
2023.03.22 07:22:00;6127616.000000;45.708407;36.097348;2349;49.312500;41.500000;43.125000;3
2023.03.22 07:24:01;4485120.000000;66.392292;36.092006;2349;49.437500;41.562500;43.062500;3
2023.03.22 07:26:00;3936256.000000;48.035026;36.086665;2349;49.437500;41.562500;43.250000;3
2023.03.22 07:28:00;4698112.000000;38.891612;36.081427;2349;49.562500;41.625000;43.312500;3
2023.03.22 07:30:01;4325376.000000;59.028817;36.076086;2350;49.625000;41.687500;43.312500;3
2023.03.22 07:32:00;6221824.000000;42.097749;36.070129;2350;49.687500;41.750000;43.312500;3
2023.03.22 07:34:01;4562944.000000;65.844043;36.064787;2350;49.875000;41.812500;43.500000;3
2023.03.22 07:36:00;5230592.000000;41.370323;36.059446;2350;49.687500;41.875000;43.562500;3
2023.03.22 07:38:00;4444160.000000;35.435121;36.054208;2350;49.687500;41.937500;43.562500;3
2023.03.22 07:40:00;4038656.000000;36.802272;36.048867;2350;49.937500;42.000000;43.562500;3
2023.03.22 07:42:00;5705728.000000;42.340750;36.042909;2351;49.937500;42.062500;43.750000;3
2023.03.22 07:44:00;3928064.000000;45.749623;36.037568;2351;50.062500;42.125000;43.875000;3
2023.03.22 07:46:00;3874816.000000;63.353753;36.032227;2351;49.937500;42.187500;43.750000;3
2023.03.22 07:48:00;3944448.000000;65.977014;36.026989;2351;50.187500;42.187500;43.875000;3
2023.03.22 07:50:00;4689920.000000;47.553137;36.021648;2351;50.125000;42.250000;43.937500;3
2023.03.22 07:52:00;5873664.000000;47.922446;36.015690;2352;50.187500;42.312500;43.937500;3
2023.03.22 07:54:01;4222976.000000;56.210413;36.010349;2352;50.312500;42.375000;44.000000;3
2023.03.22 07:56:00;5562368.000000;58.896428;36.005008;2352;50.250000;42.375000;44.000000;3
2023.03.22 07:58:00;4341760.000000;53.644890;35.999770;2352;50.500000;42.437500;44.125000;3
2023.03.22 08:00:00;3936256.000000;52.185362;35.994429;2352;50.312500;42.500000;44.125000;3
2023.03.22 08:02:01;5619712.000000;57.342464;35.988471;2353;50.500000;42.562500;44.187500;3
2023.03.22 08:04:00;3842048.000000;49.124431;35.983130;2353;50.562500;42.562500;44.312500;3
2023.03.22 08:06:00;4857856.000000;59.022865;35.977789;2353;50.312500;42.625000;44.250000;3
2023.03.22 08:08:00;4476928.000000;50.072272;35.972551;2353;50.562500;42.625000;44.312500;3
2023.03.22 08:10:01;3969024.000000;57.183150;35.967210;2354;50.687500;42.687500;44.312500;3
2023.03.22 08:12:01;5873664.000000;45.410986;35.961252;2354;50.625000;42.687500;44.375000;3
2023.03.22 08:14:00;4308992.000000;60.529143;35.955911;2354;50.812500;42.750000;44.500000;3
2023.03.22 08:16:01;5111808.000000;50.704602;35.950570;2354;50.812500;42.812500;44.500000;3
2023.03.22 08:18:00;4603904.000000;63.368161;35.945332;2354;50.875000;42.812500;44.562500;3
2023.03.22 08:20:00;4349952.000000;63.308566;35.939991;2355;50.875000;42.875000;44.500000;3
2023.03.22 08:22:00;6094848.000000;67.634987;35.934033;2355;50.937500;42.937500;44.687500;3
2023.03.22 08:24:00;4603904.000000;54.715432;35.928692;2355;50.875000;43.000000;44.625000;3
2023.03.22 08:26:00;5332992.000000;46.921024;35.923351;2355;51.000000;43.062500;44.812500;3
2023.03.22 08:28:01;4984832.000000;67.902402;35.918113;2355;51.125000;43.125000;44.750000;3
2023.03.22 08:30:00;4452352.000000;52.752670;35.912772;2356;51.187500;43.125000;44.812500;3
2023.03.22 08:32:00;7389184.000000;47.475968;35.906814;2356;51.000000;43.187500;44.812500;3
2023.03.22 08:34:01;5611520.000000;75.873816;35.901473;2356;51.187500;43.250000;44.875000;3
2023.03.22 08:36:00;3825664.000000;39.506451;35.896132;2356;51.125000;43.312500;45.000000;3
2023.03.22 08:38:01;3833856.000000;72.015183;35.890894;2356;51.375000;43.312500;45.062500;3
2023.03.22 08:40:00;4456448.000000;68.282628;35.885553;2357;51.250000;43.312500;45.062500;3
2023.03.22 08:42:01;6254592.000000;40.819466;35.879595;2357;51.437500;43.375000;45.062500;3
2023.03.22 08:44:01;4706304.000000;44.575553;35.874254;2357;51.375000;43.437500;45.125000;3
2023.03.22 08:46:00;4898816.000000;59.313487;35.868913;2357;51.250000;43.437500;45.125000;3
2023.03.22 08:48:00;5595136.000000;39.031592;35.863675;2357;51.312500;43.500000;45.125000;3
2023.03.22 08:50:00;4349952.000000;52.788251;35.858334;2357;51.312500;43.500000;45.250000;3
2023.03.22 08:52:01;6356992.000000;51.401395;35.852376;2358;51.437500;43.562500;45.125000;3
2023.03.22 08:54:01;4603904.000000;70.621023;35.847035;2358;51.500000;43.562500;45.312500;3
2023.03.22 08:56:01;4190208.000000;35.857762;35.841694;2358;51.500000;43.625000;45.312500;3
2023.03.22 08:58:00;4722688.000000;40.970211;35.836456;2358;51.562500;43.687500;45.312500;3
2023.03.22 09:00:01;4358144.000000;55.431598;35.831115;2359;51.687500;43.687500;45.375000;3
2023.03.22 09:02:01;5619712.000000;44.171065;35.825157;2359;51.687500;43.750000;45.375000;3
2023.03.22 09:04:00;3895296.000000;51.621313;35.819816;2359;51.875000;43.812500;45.500000;3
2023.03.22 09:06:00;5492736.000000;48.871231;35.814475;2359;51.750000;43.875000;45.625000;3
2023.03.22 09:08:00;4063232.000000;43.367320;35.809237;2359;51.812500;43.875000;45.625000;3
