Time;Free Memory;CPU Usage;Drive Space;Number of Data Files;Temperatur 1;Temperatur 2;Temperatur 3;Logging Status
2023.03.23 03:14:00;4186112.000000;46.065829;36.772482;2324;47.437500;39.687500;41.312500;3
2023.03.23 03:16:00;4784128.000000;53.327077;36.767141;2324;47.375000;39.687500;41.437500;3
2023.03.23 03:18:01;5623808.000000;76.947021;36.761902;2324;47.687500;39.687500;41.375000;3
2023.03.23 03:20:00;4108288.000000;43.719344;36.756561;2324;47.437500;39.687500;41.312500;3
2023.03.23 03:22:01;6131712.000000;53.276358;36.750604;2325;47.625000;39.687500;41.375000;3
2023.03.23 03:24:01;4599808.000000;48.164274;36.745263;2325;47.625000;39.687500;41.375000;3
2023.03.23 03:26:01;4956160.000000;67.205608;36.739922;2325;47.500000;39.687500;41.375000;3
2023.03.23 03:28:01;5615616.000000;61.613581;36.734683;2325;47.437500;39.687500;41.375000;3
2023.03.23 03:30:01;3923968.000000;56.136737;36.729342;2326;47.500000;39.625000;41.250000;3
2023.03.23 03:32:01;6258688.000000;64.076555;36.723385;2326;47.562500;39.625000;41.187500;3
2023.03.23 03:34:00;4481024.000000;46.257298;36.718044;2326;47.500000;39.625000;41.250000;3
2023.03.23 03:36:00;4100096.000000;36.150937;36.712703;2326;47.375000;39.625000;41.250000;3
2023.03.23 03:38:00;4583424.000000;42.031743;36.707464;2326;47.500000;39.625000;41.250000;3
2023.03.23 03:40:00;4227072.000000;62.813974;36.702123;2327;47.500000;39.625000;41.312500;3
2023.03.23 03:42:00;6131712.000000;43.978649;36.696166;2327;47.312500;39.625000;41.250000;3
2023.03.23 03:44:00;4481024.000000;43.257511;36.690825;2327;47.437500;39.625000;41.187500;3
2023.03.23 03:46:00;4177920.000000;56.818633;36.685484;2327;47.312500;39.625000;41.250000;3
2023.03.23 03:48:00;4870144.000000;48.651377;36.680245;2327;47.500000;39.625000;41.437500;3
2023.03.23 03:50:00;4423680.000000;47.936513;36.674904;2327;47.375000;39.687500;41.375000;3
2023.03.23 03:52:00;5361664.000000;32.365789;36.668947;2328;47.500000;39.687500;41.375000;3
2023.03.23 03:54:00;4448256.000000;41.794542;36.663606;2328;47.562500;39.687500;41.375000;3
2023.03.23 03:56:00;4067328.000000;43.336593;36.658265;2328;47.500000;39.687500;41.375000;3
2023.03.23 03:58:01;4726784.000000;67.946121;36.653026;2328;47.625000;39.687500;41.312500;3
2023.03.23 04:00:00;4345856.000000;47.019057;36.647685;2329;47.562500;39.750000;41.500000;3
2023.03.23 04:02:01;5107712.000000;77.030872;36.641728;2329;47.500000;39.750000;41.375000;3
2023.03.23 04:04:00;4280320.000000;51.433621;36.636387;2329;47.500000;39.750000;41.500000;3
2023.03.23 04:06:00;3821568.000000;49.979371;36.631046;2329;47.687500;39.750000;41.500000;3
2023.03.23 04:08:01;5869568.000000;49.719202;36.625807;2329;47.750000;39.750000;41.375000;3
2023.03.23 04:10:01;4702208.000000;65.644452;36.620466;2330;47.625000;39.750000;41.375000;3
2023.03.23 04:12:00;5529600.000000;61.363507;36.614509;2330;47.562500;39.687500;41.437500;3
2023.03.23 04:14:00;4734976.000000;56.594892;36.609168;2330;47.500000;39.687500;41.312500;3
2023.03.23 04:16:00;5345280.000000;42.454082;36.603827;2330;47.500000;39.687500;41.437500;3
2023.03.23 04:18:00;3788800.000000;49.576086;36.598588;2330;47.437500;39.687500;41.312500;3
2023.03.23 04:20:00;4100096.000000;50.409883;36.593247;2330;47.375000;39.625000;41.312500;3
2023.03.23 04:22:01;5836800.000000;65.980481;36.587290;2331;47.562500;39.625000;41.375000;3
2023.03.23 04:24:01;4227072.000000;60.956666;36.581949;2331;47.437500;39.625000;41.250000;3
2023.03.23 04:26:01;3694592.000000;62.341337;36.576608;2331;47.500000;39.562500;41.250000;3
2023.03.23 04:28:00;5701632.000000;47.160875;36.571369;2331;47.375000;39.562500;41.250000;3
2023.03.23 04:30:00;3948544.000000;42.256216;36.566028;2332;47.375000;39.562500;41.250000;3
2023.03.23 04:32:00;5361664.000000;58.662758;36.560071;2332;47.437500;39.562500;41.250000;3
2023.03.23 04:34:00;3964928.000000;52.991778;36.554730;2332;47.375000;39.562500;41.250000;3
2023.03.23 04:36:01;4345856.000000;68.265168;36.549389;2332;47.375000;39.500000;41.187500;3
2023.03.23 04:38:01;4923392.000000;48.658794;36.544150;2332;47.437500;39.500000;41.125000;3
2023.03.23 04:40:01;4440064.000000;49.782747;36.538809;2333;47.437500;39.500000;41.187500;3
2023.03.23 04:42:00;5242880.000000;61.536964;36.532852;2333;47.375000;39.500000;41.187500;3
2023.03.23 04:44:00;3719168.000000;51.926213;36.527511;2333;47.437500;39.500000;41.187500;3
2023.03.23 04:46:00;4575232.000000;66.505580;36.522170;2333;47.250000;39.500000;41.187500;3
2023.03.23 04:48:00;5345280.000000;59.587361;36.516931;2333;47.312500;39.500000;41.250000;3
2023.03.23 04:50:01;4980736.000000;63.541638;36.511590;2334;47.375000;39.500000;41.062500;3
2023.03.23 04:52:00;5877760.000000;58.726262;36.505633;2334;47.375000;39.500000;41.125000;3
2023.03.23 04:54:01;4227072.000000;52.461812;36.500292;2334;47.312500;39.500000;41.125000;3
2023.03.23 04:56:01;4575232.000000;66.935473;36.494951;2334;47.312500;39.500000;40.937500;3
2023.03.23 04:58:00;4321280.000000;54.616548;36.489712;2334;47.250000;39.500000;41.062500;3
2023.03.23 05:00:00;4849664.000000;38.428378;36.484371;2334;47.312500;39.437500;41.125000;3
2023.03.23 05:02:01;5599232.000000;56.024085;36.478414;2335;47.437500;39.500000;41.187500;3
2023.03.23 05:04:00;4091904.000000;39.201941;36.473073;2335;47.187500;39.437500;41.250000;3
2023.03.23 05:06:00;4472832.000000;72.971420;36.467732;2335;47.250000;39.500000;41.062500;3
2023.03.23 05:08:01;4235264.000000;36.846616;36.462493;2335;47.375000;39.437500;41.125000;3
2023.03.23 05:10:00;4743168.000000;50.586082;36.457152;2335;47.250000;39.437500;41.187500;3
2023.03.23 05:12:01;5869568.000000;66.752904;36.451195;2336;47.375000;39.437500;41.125000;3
2023.03.23 05:14:01;4345856.000000;57.416902;36.445854;2336;47.437500;39.437500;41.125000;3
2023.03.23 05:16:00;5980160.000000;61.123518;36.440513;2336;47.375000;39.437500;41.125000;3
2023.03.23 05:18:01;4329472.000000;57.951632;36.435274;2336;47.312500;39.437500;41.125000;3
2023.03.23 05:20:00;4083712.000000;50.557821;36.429933;2336;47.250000;39.437500;41.187500;3
2023.03.23 05:22:00;6107136.000000;47.546061;36.423976;2337;47.375000;39.500000;41.187500;3
2023.03.23 05:24:00;4354048.000000;63.048642;36.418635;2337;47.250000;39.500000;41.125000;3
2023.03.23 05:26:00;3948544.000000;46.780479;36.413294;2337;47.250000;39.500000;41.187500;3
2023.03.23 05:28:01;4616192.000000;68.730256;36.408055;2337;47.375000;39.500000;41.125000;3
2023.03.23 05:30:00;4202496.000000;65.051300;36.402714;2338;47.312500;39.500000;41.187500;3
2023.03.23 05:32:00;6004736.000000;36.543312;36.396757;2338;47.375000;39.562500;41.187500;3
2023.03.23 05:34:01;4354048.000000;63.043439;36.391416;2338;47.437500;39.500000;41.187500;3
2023.03.23 05:36:00;4677632.000000;35.808440;36.386075;2338;47.375000;39.562500;41.125000;3
2023.03.23 05:38:00;4321280.000000;49.322363;36.380836;2338;47.500000;39.562500;41.187500;3
2023.03.23 05:40:01;4091904.000000;56.212605;36.375495;2339;47.562500;39.562500;41.187500;3
2023.03.23 05:42:00;6090752.000000;54.630027;36.369538;2339;47.375000;39.562500;41.250000;3
2023.03.23 05:44:00;4354048.000000;49.960329;36.364197;2339;47.375000;39.562500;41.250000;3
2023.03.23 05:46:01;4829184.000000;48.970605;36.358856;2339;47.437500;39.562500;41.250000;3
2023.03.23 05:48:00;4481024.000000;50.000036;36.353617;2339;47.312500;39.562500;41.187500;3
2023.03.23 05:50:01;4067328.000000;46.822474;36.348276;2340;47.437500;39.562500;41.187500;3
2023.03.23 05:52:00;6217728.000000;44.043240;36.342319;2340;47.375000;39.562500;41.187500;3
2023.03.23 05:54:00;4608000.000000;41.664053;36.336978;2340;47.500000;39.562500;41.125000;3
2023.03.23 05:56:00;5337088.000000;46.812298;36.331637;2340;47.375000;39.562500;41.250000;3
2023.03.23 05:58:00;4616192.000000;51.058269;36.326398;2340;47.437500;39.562500;41.437500;3
2023.03.23 06:00:00;4075520.000000;63.691482;36.321057;2341;47.500000;39.562500;41.187500;3
2023.03.23 06:02:00;5971968.000000;71.473136;36.315100;2341;47.562500;39.562500;41.187500;3
2023.03.23 06:04:01;4567040.000000;59.396330;36.309759;2341;47.375000;39.562500;41.250000;3
2023.03.23 06:06:00;4956160.000000;67.354274;36.304417;2341;47.375000;39.562500;41.187500;3
2023.03.23 06:08:01;4608000.000000;53.195509;36.299179;2341;47.562500;39.562500;41.125000;3
2023.03.23 06:10:00;4202496.000000;38.276677;36.293838;2341;47.312500;39.562500;41.250000;3
2023.03.23 06:12:00;7528448.000000;41.385803;36.287881;2342;47.437500;39.562500;41.125000;3
2023.03.23 06:14:00;5844992.000000;47.565949;36.282540;2342;47.250000;39.562500;41.187500;3
2023.03.23 06:16:01;4694016.000000;61.548829;36.277198;2342;47.437500;39.562500;41.312500;3
2023.03.23 06:18:00;5758976.000000;54.747126;36.271960;2342;47.312500;39.562500;41.187500;3
2023.03.23 06:20:00;4362240.000000;46.057314;36.266619;2343;47.437500;39.625000;41.250000;3
2023.03.23 06:22:00;5632000.000000;42.746835;36.260662;2343;47.625000;39.625000;41.312500;3
2023.03.23 06:24:01;4079616.000000;64.851476;36.255321;2343;47.500000;39.687500;41.375000;3
2023.03.23 06:26:01;5615616.000000;48.932975;36.249979;2343;47.625000;39.687500;41.437500;3
2023.03.23 06:28:00;4218880.000000;48.367693;36.244741;2343;47.625000;39.750000;41.500000;3
2023.03.23 06:30:00;6139904.000000;48.955419;36.239400;2344;47.687500;39.812500;41.562500;3
2023.03.23 06:32:00;5632000.000000;59.857699;36.233443;2344;47.625000;39.875000;41.562500;3
2023.03.23 06:34:01;4235264.000000;69.589068;36.228102;2344;47.750000;39.875000;41.562500;3
2023.03.23 06:36:00;5472256.000000;47.298214;36.222760;2344;47.875000;39.937500;41.562500;3
2023.03.23 06:38:00;4100096.000000;56.579910;36.217522;2344;47.562500;39.937500;41.687500;3
2023.03.23 06:40:00;4861952.000000;68.196314;36.212181;2345;47.812500;39.937500;41.687500;3
2023.03.23 06:42:00;5996544.000000;38.197334;36.206224;2345;47.750000;40.000000;41.625000;3
2023.03.23 06:44:01;4362240.000000;61.404896;36.200883;2345;48.000000;40.000000;41.562500;3
2023.03.23 06:46:00;3854336.000000;38.203318;36.195541;2345;47.812500;40.000000;41.687500;3
2023.03.23 06:48:01;4608000.000000;48.122461;36.190303;2345;47.937500;40.000000;41.625000;3
2023.03.23 06:50:01;5083136.000000;55.601272;36.184962;2346;48.000000;40.062500;41.750000;3
2023.03.23 06:52:01;5877760.000000;75.254323;36.179005;2346;47.875000;40.062500;41.687500;3
2023.03.23 06:54:01;3956736.000000;49.256613;36.173663;2346;47.937500;40.125000;41.750000;3
2023.03.23 06:56:00;4481024.000000;68.580822;36.168322;2346;48.062500;40.125000;41.812500;3
2023.03.23 06:58:01;4194304.000000;59.161808;36.163084;2346;48.062500;40.187500;41.875000;3
2023.03.23 07:00:00;5234688.000000;68.088484;36.157743;2347;48.062500;40.187500;41.937500;3
2023.03.23 07:02:00;5582848.000000;52.680451;36.151786;2347;48.187500;40.250000;41.875000;3
2023.03.23 07:04:01;4734976.000000;46.453408;36.146444;2347;48.187500;40.250000;41.875000;3
2023.03.23 07:06:00;5599232.000000;50.457251;36.141103;2347;48.062500;40.312500;42.000000;3
2023.03.23 07:08:00;3854336.000000;47.437661;36.135865;2347;48.250000;40.312500;42.000000;3
2023.03.23 07:10:00;4710400.000000;50.736905;36.130524;2347;48.125000;40.375000;42.000000;3
2023.03.23 07:12:00;5623808.000000;59.191670;36.124567;2348;48.250000;40.437500;42.125000;3
2023.03.23 07:14:01;3805184.000000;50.934995;36.119225;2348;48.375000;40.437500;42.125000;3
2023.03.23 07:16:00;5709824.000000;51.124604;36.113884;2348;48.312500;40.500000;42.125000;3
2023.03.23 07:18:01;3940352.000000;48.774552;36.108646;2348;48.375000;40.562500;42.187500;3
2023.03.23 07:20:00;5844992.000000;46.370290;36.103305;2348;48.437500;40.625000;42.250000;3
2023.03.23 07:22:01;5877760.000000;53.069175;36.097348;2349;48.500000;40.625000;42.312500;3
2023.03.23 07:24:00;3940352.000000;58.726425;36.092006;2349;48.562500;40.687500;42.312500;3
2023.03.23 07:26:00;4677632.000000;39.643608;36.086665;2349;48.500000;40.750000;42.375000;3
2023.03.23 07:28:00;4210688.000000;60.048573;36.081427;2349;48.500000;40.750000;42.500000;3
2023.03.23 07:30:01;4628480.000000;68.664103;36.076086;2350;48.750000;40.812500;42.375000;3
2023.03.23 07:32:01;6639616.000000;60.319364;36.070129;2350;48.875000;40.875000;42.500000;3
2023.03.23 07:34:00;4608000.000000;42.592183;36.064787;2350;48.750000;40.937500;42.562500;3
2023.03.23 07:36:01;5488640.000000;70.992977;36.059446;2350;49.062500;41.062500;42.687500;3
2023.03.23 07:38:00;4599808.000000;48.796350;36.054208;2350;48.937500;41.125000;42.687500;3
2023.03.23 07:40:00;5488640.000000;55.646286;36.048867;2350;49.062500;41.187500;42.875000;3
2023.03.23 07:42:00;5742592.000000;52.545357;36.042909;2351;49.062500;41.312500;42.937500;3
2023.03.23 07:44:00;5582848.000000;45.536643;36.037568;2351;49.375000;41.437500;43.000000;3
2023.03.23 07:46:00;4263936.000000;42.432540;36.032227;2351;49.437500;41.562500;43.187500;3
2023.03.23 07:48:01;4235264.000000;65.903598;36.026989;2351;49.625000;41.625000;43.312500;3
2023.03.23 07:50:00;4780032.000000;61.637248;36.021648;2351;49.562500;41.750000;43.375000;3
2023.03.23 07:52:00;5877760.000000;61.033850;36.015690;2352;49.812500;41.875000;43.437500;3
2023.03.23 07:54:00;3846144.000000;36.989341;36.010349;2352;49.750000;41.937500;43.687500;3
2023.03.23 07:56:00;4575232.000000;41.409927;36.005008;2352;49.875000;42.062500;43.812500;3
2023.03.23 07:58:01;5337088.000000;58.473792;35.999770;2352;50.125000;42.187500;43.812500;3
2023.03.23 08:00:00;4661248.000000;54.239608;35.994429;2353;50.125000;42.250000;43.937500;3
2023.03.23 08:02:01;5758976.000000;67.745167;35.988471;2353;50.250000;42.375000;43.937500;3
2023.03.23 08:04:01;4448256.000000;59.216310;35.983130;2353;50.375000;42.437500;44.062500;3
2023.03.23 08:06:00;5074944.000000;62.908439;35.977789;2353;50.312500;42.500000;44.125000;3
2023.03.23 08:08:00;4542464.000000;53.720733;35.972551;2353;50.437500;42.562500;44.125000;3
2023.03.23 08:10:00;4075520.000000;56.496467;35.967210;2353;50.500000;42.625000;44.312500;3
2023.03.23 08:12:01;6479872.000000;45.875469;35.961252;2354;50.562500;42.687500;44.437500;3
2023.03.23 08:14:00;4890624.000000;53.503910;35.955911;2354;50.500000;42.687500;44.250000;3
2023.03.23 08:16:00;4481024.000000;54.397618;35.950570;2354;50.562500;42.750000;44.375000;3
2023.03.23 08:18:01;3932160.000000;49.072499;35.945332;2354;50.625000;42.812500;44.375000;3
2023.03.23 08:20:00;4694016.000000;68.245342;35.939991;2355;50.750000;42.812500;44.500000;3
2023.03.23 08:22:01;5345280.000000;35.161119;35.934033;2355;50.750000;42.875000;44.562500;3
2023.03.23 08:24:00;3973120.000000;46.294227;35.928692;2355;50.812500;42.875000;44.500000;3
2023.03.23 08:26:00;4390912.000000;45.105210;35.923351;2355;50.687500;42.875000;44.500000;3
2023.03.23 08:28:01;3854336.000000;48.010421;35.918113;2355;50.750000;42.937500;44.625000;3
2023.03.23 08:30:00;4456448.000000;45.303175;35.912772;2355;50.750000;42.937500;44.562500;3
2023.03.23 08:32:00;5599232.000000;53.197490;35.906814;2356;50.812500;42.937500;44.625000;3
2023.03.23 08:34:01;3796992.000000;48.273283;35.901473;2356;50.937500;42.937500;44.625000;3
2023.03.23 08:36:01;4202496.000000;50.870999;35.896132;2356;50.875000;42.937500;44.625000;3
2023.03.23 08:38:00;3710976.000000;47.907009;35.890894;2356;50.937500;42.937500;44.687500;3
2023.03.23 08:40:00;4440064.000000;43.636928;35.885553;2356;50.750000;42.937500;44.687500;3
2023.03.23 08:42:00;6725632.000000;74.073804;35.879595;2357;50.875000;42.937500;44.625000;3
2023.03.23 08:44:00;5066752.000000;49.776872;35.874254;2357;50.750000;42.937500;44.687500;3
2023.03.23 08:46:01;5496832.000000;67.965320;35.868913;2357;50.750000;42.937500;44.562500;3
2023.03.23 08:48:01;3846144.000000;67.490468;35.863675;2357;50.687500;42.875000;44.625000;3
2023.03.23 08:50:00;4567040.000000;48.533966;35.858334;2357;50.687500;42.875000;44.500000;3
2023.03.23 08:52:00;5758976.000000;34.856091;35.852376;2358;50.750000;42.875000;44.500000;3
2023.03.23 08:54:00;4100096.000000;67.526783;35.847035;2358;50.750000;42.812500;44.500000;3
2023.03.23 08:56:01;4575232.000000;54.033569;35.841694;2358;50.812500;42.812500;44.437500;3
2023.03.23 08:58:00;3973120.000000;51.532344;35.836456;2358;50.750000;42.812500;44.500000;3
2023.03.23 09:00:00;3686400.000000;63.134026;35.831115;2359;50.687500;42.812500;44.437500;3
2023.03.23 09:02:00;5615616.000000;49.851613;35.825157;2359;50.750000;42.812500;44.437500;3
2023.03.23 09:04:00;4075520.000000;56.791302;35.819816;2359;50.562500;42.750000;44.500000;3
2023.03.23 09:06:00;4616192.000000;39.308359;35.814475;2359;50.625000;42.750000;44.500000;3
2023.03.23 09:08:01;4100096.000000;70.768076;35.809237;2359;50.750000;42.750000;44.437500;3
2023.03.23 09:10:00;5234688.000000;40.071083;35.803896;2359;50.500000;42.750000;44.437500;3
2023.03.23 09:12:01;5750784.000000;57.578221;35.797527;2360;50.562500;42.750000;44.375000;3
